"","PLOT_ID","X.1","X","specie.x","IFN3_ID","SUM_DBH","SUM_H","BASAL_AREA","DENSITY","CD_0_75","CD_75_125","CD_125_175","CD_175_225","CD_225_275","CD_275_325","CD_325_375","CD_375_425","CD_425_","MEAN_DBH","MEAN_H","QM_DBH","DOMINANT_H","Estadillo","Clase","Subclase","PosEsp","Ocupa","Estado_pcespparc","FPMasa","Edad","FInfor","Fiabil","Barrena1","Barrena2","Barrena3","AltPer","OrgMasa1","OrgMasa2","TratMasa","INVENTORY_ID","PLOT_ID.x","Provincia","CoorX","Coory","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","Ano","INE","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosid","Textura","MatOrg","PhSuelo","FechaPh","HoraPh","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","Equipo","JefeEq","FechaIni","HoraIni","FechaFin","HoraFin","Tiempo","Resid","RumboF1","RumboF2","DistFoto","CarFoto1","NumFoto1","ConFoto1","CarFoto2","NumFoto2","ConFoto2","Estado_pcparcelas","Tecnico","MASTER_CLASE","AGE","MUNICIPALITY","SPECIE_IFN_ID","Fecha_IFN3","Año_IFN3","EXEC_TIME","G_sp.x","N_sp.x","sp_1.x","sp_2.x","sp_3.x","G_sp_1.x","G_sp_2.x","G_sp_3.x","N_sp_1.x","N_sp_2.x","N_sp_3.x","IFN3_specie","specie.y","G_sp.y","N_sp.y","sp_1.y","sp_2.y","sp_3.y","G_sp_1.y","G_sp_2.y","G_sp_3.y","N_sp_1.y","N_sp_2.y","N_sp_3.y","PLOT_TYPE"
"13","42_586",17978,143432,21,"42_586_A_3C",3991.71528027412,1928.4273937968,5.01951192495506,254.647908947033,0,0,190.985931710274,63.6619772367581,0,0,0,0,0,15.6754292496641,7.57291666666667,15.842209323442,8.02083333333333,586,"A","3C",1,8,3,2,30,1,2,NA,NA,NA,NA,2,"1",1,"IFN3","42_586",42,NA,NA,0,1985,"K","0008",2000,"","2-3 ",2004,NA,1,1,2,75,50,1,2,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,225,NA,3,NA,1,"1",2,"REJON ENCONTRADO POR PIES MAYORES Y TOCONES.
42,[PIES MAYORES]A 366G PINO NO ENTRA POR DIAMETRO.
42,[PIESMAY 006-021]ENTRA POR PENDIENTE.
42,[PIESMAY 009-021]ENTRA POR PENDIENTE.NO HAY REGENERACION EN 5M.EL MAJUELO SOLO ESTA PRESENTE.MODELO COMBUSTIBLE 11.SE HAN REALIZADO PODAS Y UNA CORTA DE POLICIA QUEDANDO LOS RESTOS ESPARCIDOS POR EL SUELO.",21,990,"02/17/04 09:03:07","","02/17/04 10:20:06","",NA,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",99,"A3C",30,174,21,"4-02-17",2004,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42_586_A_3C_",21,50195.1192495506,254.647908947033,21,NA,NA,50195.1192495506,NA,NA,254.647908947033,NA,NA,"IFN"
"14","42_626",17984,143519,21,"42_626_A_3C",21084.9918312211,13944.3308658588,40.8360803899478,891.267681314614,0,0,63.6619772367581,318.309886183791,311.236333157484,183.912378683968,14.1471060526129,0,0,23.6573055135589,15.6455026455026,24.1531069843872,16.3854166666667,626,"A","3C",1,8,4,3,NA,NA,NA,NA,NA,NA,NA,2,"1",1,"IFN3","42_626",42,NA,NA,0,1985,"K","0002",2000,"","1-3 ",2003,NA,1,1,2,0,80,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,15,NA,1.5,NA,2,"2",2,"LA PARCELA HA SIDO LOCALIZADA CON FOTO AEREA Y PIES DEL IFN2.
42,PIES A 274 Y 391G NO ENTRAN POR DISTANCIA.
42,ALTURAS COMPROBADAS.
42,",18,990,"03/16/04 09:16:48","","03/16/04 10:42:18","",NA,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",99,"A3C",77,69,21,"4-03-16",2004,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42_626_A_3C_",21,408360.803899478,891.267681314614,21,NA,NA,408360.803899478,NA,NA,891.267681314614,NA,NA,"IFN"
"15","42_638",17990,143541,21,"42_638_A_3C",4782.77382288471,2260.53070838189,9.64291466981326,190.985931710274,0,0,0,63.6619772367581,70.7355302630646,42.4413181578388,14.1471060526129,0,0,25.0425451762603,11.8361111111111,25.3547032715343,11.7395833333333,638,"A","3C",1,8,4,2,20,5,3,NA,NA,NA,NA,2,"1",1,"IFN3","42_638",42,NA,NA,0,1985,"K","0009",2000,"","2-3 ",2004,NA,1,1,2,70,65,1,2,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,280,NA,2,NA,1,"1",2,"[PIES MAYORES] A 180 G. Y 14.6 M. NO ENTRA UN P. SILVESTRE POR DIAMETRO. A 226 G. Y 15.0 M. NO ENTRA UN PIE POR DIST. LATERAL.
42,REGENERACION DE REBOLLO ESCASA.",7,990,"01/20/04 10:10:17","","01/20/04 11:16:06","",NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",99,"A3C",20,174,21,"4-01-20",2004,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42_638_A_3C_",21,96429.1466981326,190.985931710274,21,NA,NA,96429.1466981326,NA,NA,190.985931710274,NA,NA,"IFN"
"16","42_828",17994,143884,21,"42_828_A_3C",3501.95510421443,2169.81239081951,3.39130619808611,286.478897565412,0,254.647908947033,31.8309886183791,0,0,0,0,0,0,12.2241293651126,7.57407407407407,12.2769996299967,7.43333333333333,828,"A","3C",1,9,3,2,30,5,3,NA,NA,NA,NA,2,"1",1,"IFN3","42_828",42,NA,NA,0,1984,"M","3829",2000,"","3-4 ",2004,NA,1,1,2,95,80,1,1,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,40,NA,7,NA,1,"3",3,"[CLAESP. RESTO DE ESPECIES=10%] PRINCIPALMENTE PARA EL ENEBRO (037).
42,[PIES MAYORES] 2 ENTRA POR CORRECCION DE PENDIENTE. PIE 5 ENTRA POR CORRECCION DE PENDIENTE. CON 71 GRADOS Y A 6.5M NO ENTRA 021 POR DIAMETRO(122 124). EN REGENERACION HAY CAT. 4 UN 1, CAT. 3 UN 1,CAT. 2 UN 2 DE DENSIDAD RESPECTIVAMENTE. TODO DE ENEBRO(037). DE MATORRAL HAY JARA ,TOMILLO,ROSA,GENISTA Y BRECINA.PARCELA DE DIFICIL LEVANTAMIENTO Y ACCESO DEBIDO AL ESPESOR DE NIEVE EXISTENTE.",1,990,"02/26/04 11:19:24","","02/26/04 12:17:55","",NA,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",99,"A3C",32,110,21,"4-02-26",2004,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42_828_A_3C_",21,33913.0619808611,286.478897565412,21,NA,NA,33913.0619808611,NA,NA,286.478897565412,NA,NA,"IFN"
"17","5_1003",21904,165762,21,"5_1003_A_1",7743.87417771862,3564.67775009033,17.5490401926666,297.089227104871,0,0,95.4929658551372,31.8309886183791,14.1471060526129,56.5884242104517,99.0297423682904,0,0,26.0658195289763,11.9986772486773,27.4244730586178,15.3333333333333,1003,"A","1",1,10,4,4,0,NA,NA,NA,NA,NA,NA,1,"1",1,"IFN3","5_1003",5,NA,NA,0,1985,"M","0011",1997,"","4-4",2002,47,1,1,1,95,60,1,1,2,2,2,4,"05/27/02 00:00:00","12/30/99 16:26:00",1,2,1,1,5,3,NA,NA,"0","0","","0",NA,3,0,3.8,0,1,"2",2,"A 45G. PIE NO ENTRA POR DISTANCIA.

A  117G. PINO NO ENTRA POR DISTANCIA.

A  136G. PINO NO ENTRA POR   DISTANCIA.

PIE  22 COMPROBADA FORMA.

SE OBSERVA QUE CASI TODOS LOS   PIES  TIENEN EL TRONCO AFECTADO POR EL GANADO. 
NO HAY   REGENERACION EN 5M.
NO HAY MATORRAL EN   10M.,FUERA HAY  BREZO.

HAY GRAN  CANTIDAD DE HELECHOS.
SE OBSERVAN PODAS  ANTIGUAS EN CASI TODOS  LOS PIES. PIE22 COMPROBADA FORMA.",21,49,"05/27/02 00:00:00","12/30/99 14:51:51","05/27/02 00:00:00","12/30/99 16:28:44",97,14,170,295,10,977681,12,27,977681,11,28,"D",1,"A1",34,47,21,"2-05-27",2002,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_1003_A_1_",21,175490.401926666,297.089227104871,21,NA,NA,175490.401926666,NA,NA,297.089227104871,NA,NA,"IFN"
"18","5_1030",21955,165816,21,"5_1030_A_1",19876.3303262698,11499.8288325177,34.7190597222222,986.760647169751,0,127.323954473516,127.323954473516,350.14087480217,282.942121052258,84.8826363156775,14.1471060526129,0,0,20.1430107526882,11.6541218637993,21.1657238804514,13.4125,1030,"A","1",1,10,4,2,30,7,4,NA,NA,NA,NA,2,"J",1,"IFN3","5_1030",5,NA,NA,0,1985,"J","0003",1997,"","1-1",2002,165,1,1,2,100,80,1,1,1,2,1,4,"04/17/02 00:00:00","12/30/99 11:23:00",1,2,1,1,8,2,NA,NA,"0","0","","0",NA,190,0,3.5,0,1,"1",2,"ENCONTRADO REJON POR PIES DEL IFN2.   ESTIMACION DE EDAD POR TACO A 20 CM.   DEL SUELO DEL IFN2. PIE 14 MEDIDO A   1,35 M. A 195 G. NO ENTRA 021 POR   DISTANCIA AL LATERAL. PIE 27 MEDIDO A   1,30 M. PARA SEGUIR CRITERIO DEL IFN2.   PARCELA SIN REGENERACION NI MATORRAL. FORMAS COMPROBADAS. ALTURA PIE 19 CORRECTA.   PARCELA LEVANTADA EN PRESENCIA DE JOSE   ANTONIO VILLANUEVA Y ANTONIO COLLADO DE  ICONA ; JOSE MARIA RABADE, JULIO Y   JOSE GUILLERMO DE TRAGSATEC.",12,32,"04/17/02 00:00:00","12/30/99 09:35:14","04/17/02 00:00:00","12/30/99 11:43:56",129,165,330,100,15,977668,36,3,977668,35,4,"D",1,"A1",29,165,21,"2-04-17",2002,10,347190.597222222,986.760647169751,21,NA,NA,347190.597222222,NA,NA,986.760647169751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
"19","5_1035",21956,165818,21,"5_1035_A_1",16185.3503571431,8085.77846437091,36.5653861111111,597.715230722896,0,0,31.8309886183791,127.323954473516,183.912378683968,155.618166578742,28.2942121052258,70.7355302630646,0,27.0786982248521,13.5278106508876,27.9089167316844,14.6625,1035,"A","1",1,10,4,2,45,1,3,NA,NA,NA,NA,2,"I",1,"IFN3","5_1035",5,NA,NA,0,1985,"J","0008",1997,"","1-2",2002,216,1,1,2,90,70,1,1,1,2,1,4,"04/05/02 00:00:00","12/30/99 14:48:00",1,2,1,1,8,4,NA,NA,"0","1","E","0",NA,20,0,6,0,2,"2",2,"ENCONTRADO REJON POR PIES DEL IFN2. A  46 G. NO ENTRA 021 POR DIAMETRO.   PIE 14  CONSIDERADO ERROR EN EL     IFN2.  AL    NO MEDIRLO. A 183 G. NO    ENTRA 021  POR   DISTANCIA. A 232 G.  NO   ENTRA 021   POR     DISTANCIA AL     LATERAL. PIE 22   ENTRA   MUY  JUSTO  DE    DISTANCIA. A 313  G.  NO   ENTRA  021   POR  DISTANCIA AL  LATERAL.   PIE  24   DEL IFN2  SE HA  DESARRAIGADO.      PARCELA SIN  REGENERACION NI MATORRAL.      HAY  DESBROCE DE MATORRAL, CLAREOS Y PODAS. ELIMINACION   DE     LOS RESTOS POR QUEMA. SUBSOLADO     ANTIGUO  PARA LA REPOBLACION.",12,32,"04/05/02 00:00:00","12/30/99 13:21:42","04/05/02 00:00:00","12/30/99 15:08:33",107,165,140,355,15,977676,28,11,977676,27,12,"D",1,"A1",45,216,21,"2-04-05",2002,10,365653.861111111,597.715230722896,21,NA,NA,365653.861111111,NA,NA,597.715230722896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
"20","5_1037",21957,165819,21,"5_1037_A_1",10768.246610772,4576.94248567159,16.0281493055556,594.178454209743,0,127.323954473516,63.6619772367581,318.309886183791,84.8826363156775,0,0,0,0,18.1229166666667,7.70297619047619,18.5326830831886,8.88787878787879,1037,"A","1",1,10,4,2,30,5,4,NA,NA,NA,NA,2,"J",1,"IFN3","5_1037",5,NA,NA,0,1985,"J","0009",1997,"","2-1",2002,262,1,1,2,90,65,1,1,2,2,2,4,"05/27/02 00:00:00","12/30/99 15:06:00",1,2,1,1,11,2,NA,NA,"0","J","0","0",NA,345,0,8.8,0,2,"1",2,"ENCONTRADO REJON POR PIES DEL IFN2. A  311 G. NO ENTRA 021 POR DIAMETRO.PIE 17  ENTRA POR PENDIENTE.PARCELA SIN   REGENERACION.RESTOS DE LAS CORTAS POR  EL SUELO. PARCELA LEVANTADA EN  PRESENCIA DEL GUARDA DE LA ZONA. FORMAS COMPROBADAS.",12,32,"05/27/02 00:00:00","12/30/99 13:31:26","05/27/02 00:00:00","12/30/99 15:28:41",117,165,200,5,13,977633,2,37,977633,1,38,"D",1,"A1",30,262,21,"2-05-27",2002,10,160281.493055556,594.178454209743,21,NA,NA,160281.493055556,NA,NA,594.178454209743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
"21","5_390",22003,167645,21,"5_390_A_1",15718.1421797556,7209.71892206286,13.1126375,1559.71844230057,127.323954473516,1145.91559026165,254.647908947033,31.8309886183791,0,0,0,0,0,10.0775510204082,4.62244897959184,10.3461074214175,5.5,390,"A","1",1,10,3,2,20,5,4,NA,NA,NA,NA,2,"A",1,"IFN3","5_390",5,NA,NA,0,1984,"L","0010",1997,"","4-2",2002,246,1,1,2,80,80,1,1,1,2,2,4,"04/25/02 00:00:00","12/30/99 17:36:00",1,2,1,6,4,1,NA,NA,"0","0","","5",NA,167,0,5,0,2,"2",3,"REPOBLACION DE PINOS CON LA ZONA    ATERRAZADA.
A 3MTS. DEL CENTRO DE  PARCELA SE INICIA  UNA  VAGUADA HONDA  POR DESLIZAMIENTOS  DEL TERRENO Y  PEQUEÃ‘OS DIQUES DE  CONTENCION DE  PIEDRAS EN CENTRO DE   VAGUADA.
REPOBLACION DENSA DONDE NO SE  HAN  REALIZADO NINGUN TRATAMIENTO  SELVICOLA.
SE HA TOMADO UNA PENDIENTE  DISTINTA POR  NO CONSIDERAR  REPRESENTATIVA LA TOMADA  EN  IFN2.
COMPROBADA DIST.LATERAL PIE  7.
COMPROBADOS DIAMETROS DE LOS PIE  1,13 Y  18. EL PIE 4 ENTRA POR  CORRECCION DE  PENDIENTE. A245G. Y  1,40MTS. UN PINO NO  ENTRA POR POCOS  MM. DE DIAMETRO.
EN LOS ALREDEDORES HAY  CHOPO Y SAUCE.",9,15,"04/25/02 00:00:00","12/30/99 12:01:15","04/25/02 00:00:00","12/30/99 14:12:04",131,80,276,72,10,977664,6,33,977664,5,34,"D",1,"A1",20,246,21,"2-04-25",2002,10,131126.375,1559.71844230057,21,NA,NA,131126.375,NA,NA,1559.71844230057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
"22","5_614",22009,167963,21,"5_614_A_1",16117.7554844237,7961.14246004739,20.8143762777778,1106.58663543538,0,381.971863420549,477.464829275686,222.816920328653,0,14.1471060526129,0,0,10.1859163578813,14.5652902071082,7.19432370237791,15.4754771945943,9.59149940968123,614,"A","1",1,7,3,2,25,7,4,NA,NA,NA,NA,2,"A",1,"IFN3","5_614",5,NA,NA,0,1985,"L","0013",1998,"","4-2",2002,112,1,1,2,95,90,1,2,3,2,2,4,"04/25/02 00:00:00","12/30/99 15:23:00",1,2,1,1,2,2,NA,NA,"0","M","","0",NA,60,0,1.8,0,2,"2",2,"REJON ENCONTRADO POR PIES DEL   IFN2.NO DEJO OCUPACION PARA OTRAS   ESPECIES.A 235 GRS HAY UN PIE QUE NO  ENTRA POR DIAMETROS.ARBOL N15 DIAMETROS  CORRECTOS.ARBOL 27 Y 28 FORMA COMPROBADA.",8,5,"04/25/02 00:00:00","12/30/99 13:48:41","04/25/02 00:00:00","12/30/99 15:31:04",102,21,290,57,9,977639,36,3,977639,35,4,"D",1,"A1",25,112,21,"2-04-25",2002,10,156604.25,986.760647169751,21,45,43,156604.25,34959.2002777778,16580.3125,986.760647169751,56.1640110288733,63.6619772367581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
"23","5_615",22018,167966,21,"5_615_A_1",13493.1560753309,5335.22737009165,29.294975,516.369370920372,0,0,0,205.133037762887,127.323954473516,113.176848420903,28.2942121052258,42.4413181578388,0,26.1308219178082,10.3321917808219,26.8764180893784,10.9375,615,"A","1",1,10,3,2,30,7,4,NA,NA,NA,NA,2,"I",1,"IFN3","5_615",5,NA,NA,0,1985,"L","0010",1998,"","4-1",2002,24,1,1,2,100,80,1,1,2,2,2,4,"04/22/02 00:00:00","12/30/99 11:33:00",1,2,1,1,2,4,NA,NA,"0","J","N","C",NA,30,0,4,0,2,"2",2,"REJON ENCONTRADO POR PIES DEL  IFN2.LA EDAD DE LA MASA HA SIDO  ESTIMADA CON LOS DATOS DEL ANTERIOR  LEVANTAMIENTO.A 122 GRS NO ENTRA UN  PINO POR DIAMETROS. ARBOL 1 Y 12 FORMAS COMPROBADAS. ARBOL N11 DIAMETROS COMPROBADOS.RESTOS DE CLARAS Y PODAS APILADOS EN PILAS EN LA PARCELA.NO HAY NADA EN  REGENERACION NATURAL.",8,5,"04/22/02 00:00:00","12/30/99 09:56:25","04/22/02 00:00:00","12/30/99 11:38:43",102,21,224,11,14,980560,14,25,980560,13,26,"D",1,"A1",30,24,21,"2-04-22",2002,10,292949.75,516.369370920372,21,NA,NA,292949.75,NA,NA,516.369370920372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
"24","5_667",22019,168023,21,"5_667_A_1",2883.00337469686,898.34123434092,6.72932569444444,102.566518881444,0,0,0,31.8309886183791,14.1471060526129,28.2942121052258,14.1471060526129,14.1471060526129,0,28.1086206896552,8.75862068965517,28.9026740798411,8.75862068965517,667,"A","1",1,10,4,3,0,NA,NA,NA,NA,NA,NA,3,"5",1,"IFN3","5_667",5,NA,NA,0,1985,"L","0004",1998,"","3-2",2002,18,1,1,1,90,40,1,1,2,2,2,4,"04/30/02 00:00:00","12/30/99 15:25:00",1,2,1,1,8,2,NA,NA,"0","L","0","0",NA,190,0,4.5,0,2,"2",2,"ENCONTRADO REJON POR PIES DEL IFN2. OTRO MODELO DE COMBUSTIBLE SERIA 06.RESTOS DE LAS CORTAS POR EL SUELO.",12,32,"04/30/02 00:00:00","12/30/99 14:07:57","04/30/02 00:00:00","12/30/99 15:36:27",89,165,300,85,15,977630,30,9,977630,29,10,"D",1,"A1",30,18,21,"2-04-30",2002,10,67293.2569444445,102.566518881444,21,NA,NA,67293.2569444445,NA,NA,102.566518881444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
"25","5_669",22020,168025,21,"5_669_A_1",14794.6898321713,6284.49818622197,21.5845708333333,845.289586643622,0,127.323954473516,318.309886183791,286.478897565412,99.0297423682904,14.1471060526129,0,0,0,17.502510460251,7.4347280334728,18.0311741902136,8.8125,669,"A","1",1,10,3,3,0,NA,NA,NA,NA,NA,NA,2,"I",1,"IFN3","5_669",5,NA,NA,0,1985,"L","0004",1998,"","3-4",2002,904,1,1,2,95,90,1,1,2,2,2,4,"04/30/02 00:00:00","12/30/99 12:18:00",1,2,1,1,4,3,NA,NA,"0","1","N","5",0,125,0,5.8,0,3,"1",2,"ENCONTRADO REJON POR LA SILICONA DE LOS     ARBOLES TIPO DEL IFN2. PARCELA   PINCHADA   EN UNA REPOBLACION DE HACE       25 AÃ‘OS  APROXIMADAMENTE DONDE  AHORA   HAY UNA   MASA SEMIRREGULAR.    PLANTACION    DE MARCO    4X1. HAY    TERRAZAS QUE    TIENEN DOS FILAS   DE    PINOS PLANTADAS.    PIE 18  MEDIDO A      1,25  M. PIE 25    BIFURCADO POR     DEBAJO Y  COMPROBADO.    FORMAS    COMPROBADAS. PARCELA  SIN       REGENERACION. LOS DESBROCES DE        MATORRAL Y LAS PODAS NO ESTAN        REALIZADAS EN TODA LA REPOBLACION, SOLO        EN UNA PARTE. LOS RESTOS ESTAN        ESPARCIDOS POR EL SUELO. TERRENO        ATERRAZADO.  REFERENCIA A UNA MARCA  DE      PINTURA AMARILLA SOBRE UNA  PIEDRA    RUMBO   150 G. Y 8,5 M. DE  DISTANCIA.",12,32,"04/30/02 00:00:00","12/30/99 10:38:07","04/30/02 00:00:00","12/30/99 12:35:56",118,165,0,195,13,977630,32,7,977630,31,8,"D",1,"A1",25,904,21,"2-04-30",2002,10,215845.708333333,845.289586643622,21,NA,NA,215845.708333333,NA,NA,845.289586643622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
"26","5_670",22021,168026,21,"5_670_A_1",15077.1014367466,5825.07091716337,21.1917715277778,880.657351775154,0,127.323954473516,350.14087480217,332.456992236404,70.7355302630646,0,0,0,0,17.120281124498,6.6144578313253,17.5039155114772,8.34545454545455,670,"A","1",1,10,3,2,10,7,3,NA,NA,NA,NA,2,"J",1,"IFN3","5_670",5,NA,NA,0,1985,"L","0005",1998,"","3-4",2002,904,1,1,2,80,60,1,1,3,2,2,4,"05/22/02 00:00:00","12/30/99 14:09:00",1,2,1,1,8,2,NA,NA,"0","N","R","5",0,140,0,4.2,0,1,"2",2,"ENCONTRADO REJON POR PIES DEL IFN2.           EDAD ESTIMADA EN FUNCION DE LOS    DATOS     DEL IFN2. PIE 3 MEDIDO A 1,25    M. PIE  6    MEDIDO A 1,40 M. A 160  G.   NO ENTRA   021   POR DIAMETRO.  PARCELA   SIN   REGENERACION.  TAMBIEN  HAY   DESBROCE DE   MATORRAL ADEMAS  DE  LAS   PODAS Y LAS   TERRAZAS. A PESAR  DE  LA   POCA ALTURA DE   LOS PINOS  FORMAS    COMPROBADAS. ALGUNOS   RESTOS  HAN SIDO    ELIMINADOS POR QUEMA    AUNQUE LA   MAYORIA  ESTAN EN MONTONES.    ALGUNAS   PODAS HAN  DAÃ‘ADO LOS  TRONCOS.  PARCELA   LEVANTADA EN  PRESENCIA DE  VICTOR  BARON  Y   ROBERTO BADES",12,32,"05/22/02 00:00:00","12/30/99 12:48:29","05/22/02 00:00:00","12/30/99 14:21:34",93,165,250,5,15,977633,16,23,977633,15,24,"D",1,"A1",25,904,21,"2-05-22",2002,10,211917.715277778,880.657351775154,21,NA,NA,211917.715277778,NA,NA,880.657351775154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
"27","5_672",22022,168028,21,"5_672_A_1",4528.30473506271,1794.98481595553,9.06548055555555,254.223495765454,0,127.323954473516,31.8309886183791,0,28.2942121052258,14.1471060526129,42.4413181578388,0,10.1859163578813,17.8122982749026,7.06065664997218,21.3079972237481,9.6298773690078,672,"A","1",1,9,4,2,30,7,4,NA,NA,NA,NA,2,"2",1,"IFN3","5_672",5,NA,NA,0,1985,"M","0004",1998,"","3-4",2002,7,1,1,2,95,50,1,1,2,2,2,4,"03/07/02 00:00:00","12/30/99 14:45:00",1,2,1,1,5,2,NA,NA,"0","4","","0",NA,25,0,5,0,1,"2",2,"REJON ENCONTRADO POR PIES DEL IFN2.NO  DEJO OCUPACION PARA OTRAS ESPECIES.LA  EDAD DE LA MASA HA SIDO ESTIMADA CON  LOS DATOS DEL ANTERIOR  INVENTARIO.ARBOLES N1 Y 9 ENTRAN POR  PENDIENTE.ARBOL N2 DIAMETROS  COMPROBADOS.ARBOLES N5 Y 6 MEDIDOS POR  ENCIMA DE 1.30.EN LOS ALREDEDORES HAY  PINOS CON PROCESIONARIA.",8,5,"03/07/02 00:00:00","12/30/99 13:55:47","03/07/02 00:00:00","12/30/99 14:58:01",62,21,20,184,15,980195,24,15,980195,23,16,"D",1,"A1",30,7,21,"2-03-07",2002,10,77830.3055555555,95.0685526735588,21,43,NA,77830.3055555555,12824.5,NA,95.0685526735588,159.154943091895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
"28","5_707",22030,168075,21,"5_707_A_1",20094.726275957,11465.1684226888,36.6360034722222,901.878010854074,0,0,159.154943091895,318.309886183791,297.089227104871,113.176848420903,14.1471060526129,0,0,22.2809803921569,12.7125490196078,22.742343033792,14.075,707,"A","1",1,10,4,2,30,1,4,NA,NA,NA,NA,2,"I",1,"IFN3","5_707",5,NA,NA,0,1985,"M","0009",1998,"","4-3",2002,262,1,1,2,100,65,1,1,1,2,1,4,"04/16/02 00:00:00","12/30/99 12:01:00",1,2,1,1,8,2,NA,NA,"0","N","0","0",NA,205,0,0.8,0,2,"1",2,"ENCONTRADO REJON POR PIES DEL IFN2. LA  FOTO AEREA TIENE DOS PINCHAZOS Y LA  PARCELA ESTA LEVANTADA EN EL   PINCHAZO     QUE ESTA EN EL CENTRO DEL   CIRCULO  ROJO  (QUE ES EL MAS PEQUEÃ‘O).   MARCO DE   PLANTACION DE 7X1. HAY MUCHA  SEPARACION   ENTRE    CALLES. PIE 7 LA  BIFURCACION POR      ARRIBA SE LA HAN  CORTADO AL HACER LAS      PODAS EN LOS  PINOS. PIE 20 NO SE      CONSIDERA  BIFURCADO. A 156 G. NO  ENTRA     021 POR  DISTANCIA AL  LATERAL. PIE  27    MEDIDO A  1,40 M.  PIE 33 MEDIDO A   1,35   M. PIE  35  MEDIDO A 1,35 M.   PARCELA SIN      REGENERACION. RESTOS DE   LAS PODAS POR     EL SUELO.",12,32,"04/16/02 00:00:00","12/30/99 10:19:34","04/16/02 00:00:00","12/30/99 12:12:31",113,165,330,130,16,977668,40,-1,977668,39,0,"D",1,"A1",28,262,21,"2-04-16",2002,10,366360.034722222,901.878010854074,21,NA,NA,366360.034722222,NA,NA,901.878010854074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
