"","PLOT_ID","Hoja árboles","INVENTORY_ID_IFN2","T_IFN2","N_IFN2","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_muerta_IFN2","G_incorporada_IFN2","dg_IFN2","Do_IFN2","Seccion_domi.nte_IFN2","Ho_IFN2","d_copa_IFN2","Do_copa_IFN2","FCC_IFN2","Esbeltez (hq/dq).x","Esbeltez (h100/d100).x","SDI_IFN2","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_trituracion_IFN2","WSW_IFN2","WB2_t_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","INVENTORY_ID_IFN3","Nombre_modelo","T_IFN3","N_IFN3","G_IFN3","dg_IFN3","Do_IFN3","Seccion_domi.nte_IFN3","Ho_IFN3","d_copa_IFN3","Do_copa_IFN3","FCC_IFN3","Esbeltez (hq/dq).y","Esbeltez (h100/d100).y","SDI_IFN3","Hart_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_trituracion_IFN3","WSW_IFN3","WB2_t_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","G_incorporada_IFN3","N_incorporado_IFN3","V_incorporado_IFN3","WT_incorporada_IFN3","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3","N_muerto_IFN3","V_muerto_IFN3","WT_muerta_IFN3"
"11","19_2197","Nodo 43 - Pies inventariados","IFN2",31,271.19,1.21,46.04,16.36,0.05,1.6,27.71,32.04,807.66,9.67,4.21,4.27,0.39,33.45,30.19,320.74,62.78,67.46,19.99,70.41,47.7,22.72,0.12,5.78,0,11.1,35.14,65.07,34.02,3.69,7.86,13.8,59.37,0.11,3.33,"IFN3","Ppi.ster_me__sim__v01",30,173.3,10.53,27.82,31.25,769.41,9.63,4.28,4.36,0.26,31.93,30.83,206.21,78.86,18.91,44.24,29.99,14.25,0,10.04,20.73,40.88,21.63,2.41,5.08,8.97,38.09,.,.,.,.,.,.,.,.,.,.,.,.
"12","19_2200","Nodo 47 - Pies inventariados","IFN2",21,924.89,3.97,196.75,22.71,0.05,5,17.68,23.64,440.22,9.08,2.69,2.73,0.54,40.3,38.4,526.01,36.23,38.93,24.44,80.06,52.33,27.72,0.08,18.1,0,0,24.07,72.04,38.79,3.11,9.47,13.45,64.82,0.07,8.89,"IFN3","Ppi.ster_me__sim__v01",20,523.44,9.77,15.42,19.95,313.84,9.92,2.36,2.42,0.24,58.07,49.74,238.12,44.05,23.6,43.33,28.23,15.1,0,0,12.12,38.71,18.95,1.18,3.92,5.27,29.32,.,.,.,.,.,.,.,.,.,.,.,.
"13","19_241","Nodo 51 - Pies inventariados","IFN2",30,824,3.09,158.64,18.7,0.04,2.91,17,21.78,372.81,10.8,2.59,2.62,0.44,51.6,49.59,439.59,32.25,34.66,20.49,79.76,52.15,27.61,0.1,11.42,0,0,17.26,72.14,35.78,2.41,7.68,10.62,56.48,0.07,4.67,"IFN3","Ppi.ster_me__sim__v01",30,891.27,18.32,16.18,21.63,367.79,10.5,2.44,2.49,0.43,55.36,48.53,438.7,31.9,20.08,80.61,52.63,27.98,0,0,19.34,73.3,35.56,2.29,7.45,10.16,55.46,10.37883993,604.77,43.7748441,29.8094316,.,.,.,.,.,.,.,.
"14","19_242","Nodo 55 - Pies inventariados","IFN2",30,147.89,0.25,84.47,6.21,0,3.16,23.13,24.34,470.07,10.21,3.64,3.67,0.16,43.01,41.94,130.31,80.56,86.57,18.71,28.86,19.3,9.56,0.01,13.97,0,0,18.31,26.52,13.16,1.12,2.8,4.47,21.54,0.01,6.56,"IFN3","Ppi.ster_me__sim__v01",30,120.25,4.85,22.65,23.04,421.43,8.87,3.62,3.64,0.13,38.73,38.49,102.42,102.85,17.93,19.94,13.27,6.66,0,0,10.99,18.24,9.46,0.85,2.17,3.42,15.9,2.99118522,74.28,12.5948814,9.9002974,.,.,.,.,.,.,.,.
"15","19_248","Nodo 59 - Pies inventariados","IFN2",35,209.88,0.44,100.69,9.96,0.01,4.4,24.58,26.83,577.33,12.11,3.75,3.78,0.24,47.54,45.14,204.1,57,61.25,18.52,54.53,36.83,17.7,0.05,23.18,0,8.38,31.32,50.88,23.66,1.95,4.59,7.58,37.78,0.04,10.76,"IFN3","Ppi.ster_me__sim__v01",35,113.18,6.71,27.47,27.67,613.45,10.15,4.28,4.32,0.17,37.7,36.69,131.97,92.6,18.21,32.76,22.26,10.49,0,5.62,18.59,30.43,14.99,1.49,3.21,5.58,25.27,3.1663738,56.6,13.925864,11.1998665,.,.,.,.,.,.,.,.
"16","19_259","Nodo 63 - Pies inventariados","IFN2",35,645.2,5.29,134.13,27.53,0.15,4.61,23.31,31.17,769.96,12.4,3.35,3.47,0.61,47.16,39.77,575.52,31.76,34.13,21.26,140.02,94.32,45.7,0.28,21.89,0,18,73.14,130.34,62.23,5.38,12.67,20.92,101.21,0.19,11.06,"IFN3","Ppi.ster_me__sim__v01",35,456.24,22.97,25.32,32,814.84,12.5,3.7,3.79,0.51,44.78,39.05,465.72,37.47,20.69,120.73,81.77,38.95,0,18.86,65.11,112.83,53.59,4.82,10.79,18.35,87.55,7.83991981,173.33,41.3390234,29.1442349,0,0,0,0,.,.,.,.
"17","19_262","Nodo 67 - Pies inventariados","IFN2",40,1579.12,16.96,167.22,57.64,0.46,5.19,21.56,28.82,653.03,11.62,2.98,3.06,1.16,49.55,40.32,1240.64,21.65,23.27,19.04,289.15,193.25,95.89,1.05,24.74,0,4.99,158.34,267.95,127.34,10.02,25.71,40.4,203.48,0.73,13.25,"IFN3","Ppi.ster_me__sim__v01",40,633.08,27.85,23.67,28.61,644.21,13.35,3.44,3.48,0.6,52.88,46.66,578.98,29.77,20.2,160.32,107.98,52.34,0,4.65,98.15,150.32,67.82,5.18,12.68,20.5,106.17,6.60110235,141.5,38.7731225,25.438021,0,0,0,0,.,.,.,.
"18","19_270","Nodo 71 - Pies inventariados","IFN2",35,91.68,0.28,0,6.75,0.02,0,30.61,27.86,674.64,11.58,4.71,4.74,0.16,41.54,41.54,127.49,90.23,96.96,20.71,38.84,26.64,12.2,0.05,0,0,10.7,21.27,36.53,17.11,1.67,3.33,6.07,28.18,0.05,0,"IFN3","Ppi.ster_me__sim__v01",35,99.03,8.28,32.62,31.68,827.5,11.53,4.95,5.05,0.2,36.39,36.39,152.74,87.15,19.81,44.45,30.64,13.8,0,18.66,16.4,41.75,20.38,2.29,4.2,8.04,34.91,2.2740465,42.45,11.2290155,8.402553,.,.,.,.,.,.,.,.
"19","19_271","Nodo 75 - Pies inventariados","IFN2",35,1539.61,21.55,146.44,59.2,0.61,4.87,22.13,30.32,722.54,13.77,2.99,3.07,1.14,60.94,45.4,1261.93,18.51,19.89,23.37,367.79,247.5,120.3,1.77,29.04,0,23.07,214.5,345.03,150.43,10.64,26.64,42.44,230.15,1.07,13.63,"IFN3","Ppi.ster_me__sim__v01",35,445.63,24.72,26.58,32.14,814.07,15.77,3.77,3.84,0.52,57.78,49.06,492.28,30.04,23.98,171.48,117.12,54.36,0,36.12,105.83,162.25,69.19,5.36,11.75,20.26,106.56,7.28562275,141.5,49.4968415,30.3946245,0,0,0,0,.,.,.,.
"20","19_274","Nodo 79 - Pies inventariados","IFN2",35,580.93,2.47,98.86,27.19,0.08,4.01,24.41,29.02,661.9,11.54,3.62,3.66,0.61,41.65,39.77,558.91,35.95,38.63,20.59,129.65,87.19,42.47,0.24,18.09,0,5.34,75.47,120.51,59.09,5.24,12.51,20.54,97.39,0.18,9.63,"IFN3","Ppi.ster_me__sim__v01",35,311.24,22.24,30.16,33.77,897.8,12.56,4.47,4.5,0.5,39.42,37.18,422.58,45.14,20.62,120.08,82.13,37.95,0,32.81,63.37,112.62,53.97,5.37,10.91,19.72,89.98,11.45047715,169.8,61.1383295,45.566679,0,0,0,0,.,.,.,.
"21","19_561","Nodo 83 - Pies inventariados","IFN2",45,233.04,1.52,0,25.26,0.13,0,37.15,43.83,1527.81,14.57,5.33,5.44,0.54,35.23,33.24,444.32,44.96,48.31,20.85,153.37,107.3,46.07,0.39,0,9.54,96.04,38.89,145.09,68.51,8.2,13.42,27.47,117.6,0.31,0,"IFN3","Ppi.ster_me__sim__v01",45,151.23,13.28,33.44,37.03,1116.65,13.73,4.87,5.04,0.3,40.57,37.06,242.91,59.25,19.43,80.38,55.83,24.55,6.3,44.39,24.2,75.81,35.61,4,6.89,13.66,60.16,1.78758764,10.18,10.5210809,8.8725317,0,0,0,0,1.19897244,31.83,6.222765,4.2286155
"22","19_564","Nodo 87 - Pies inventariados","IFN2",25,57.9,0.1,26.17,2.89,0,0.94,25.2,14.59,288.8,5.18,4.11,4.11,0.08,35.48,35.48,58.66,253.85,272.78,20.5,11.92,7.99,3.94,0.01,3.22,0,0,5.91,10.81,5.74,0.56,1.33,2.19,9.81,0.01,1.54,"IFN3","Ppi.ster_me__sim__v01",25,42.44,2.22,25.8,10.93,221.88,3.32,4.25,4.26,0.06,30.42,30.42,44.68,461.71,18.65,8.05,5.39,2.66,0,0,4.32,7.35,4.08,0.44,1.03,1.72,7.27,1.34791485,28.3,4.849205,4.3170235,.,.,.,.,.,.,.,.
"23","19_568","Nodo 91 - Pies inventariados","IFN2",30,1195.44,4.97,213.65,33.11,0.09,6.61,18.78,26.26,541.8,7.31,2.8,2.85,0.76,39.95,27.83,750.08,39.57,42.52,17.75,116.59,76.36,40.23,0.19,21.26,0,0,31.51,104.31,57.04,4.84,14.07,20.54,96.5,0.16,13.32,"IFN3","Ppi.ster_me__sim__v01",30,1036.28,27.51,18.39,24.91,488.73,8.21,2.76,2.81,0.64,42.09,32.97,628.13,37.83,17.25,100.59,65.85,34.74,0,0,24.79,89.92,48.34,3.91,11.6,16.74,80.59,11.85104317,484.54,44.4864502,34.7831396,.,.,.,.,.,.,.,.
"24","19_578","Nodo 95 - Pies inventariados","IFN2",35,872.21,6.12,209.88,26.06,0.11,6.47,19.5,27.33,587.59,12.6,2.82,2.91,0.58,53.14,46.08,582.14,26.88,28.89,20.61,132.32,88.12,44.2,0.19,32.37,0,0,56.03,122.22,57.36,4.21,11.35,17.29,90.21,0.14,15.04,"IFN3","Ppi.ster_me__sim__v01",35,498.69,12.82,18.09,24.5,475.21,10.57,2.69,2.8,0.31,54.92,43.12,294.4,42.38,18.48,60.26,39.81,20.44,0,0,25.19,55.13,26.59,1.93,5.47,8.08,42.07,7.08583074,311.24,32.6820265,22.8617979,0,0,0,0,.,.,.,.
"25","19_582","Nodo 99 - Pies inventariados","IFN2",30,1124.88,14.6,163.33,43.22,0.39,5.21,22.12,29.19,669.59,12.14,3.09,3.2,0.91,49.07,41.58,921.39,24.56,26.4,23.57,221.37,148.54,72.83,0.65,25.26,0,7.4,127.88,206.14,97.43,7.93,19.55,31.42,156.33,0.45,12.68,"IFN3","Ppi.ster_me__sim__v01",30,364.29,17.9,25.02,29.55,688.04,11.92,3.72,3.78,0.41,46.71,40.36,364.67,43.94,21.65,95.22,64.28,30.94,0,7.06,57.76,88.84,41.89,3.58,8.32,13.87,67.65,7.0838862,127.35,37.5378275,27.1406905,0,0,0,0,.,.,.,.
"26","19_591","Nodo 103 - Pies inventariados","IFN2",40,349.12,6.98,41.33,21.1,0.31,1.7,27.74,38.82,1196.5,13.32,3.84,4.15,0.47,40.55,34.32,413.53,40.17,43.16,20.37,114.75,79.03,35.72,0.23,8.05,0,59.86,37.77,107.45,51.98,5.66,10.56,19.95,88.15,0.17,4.57,"IFN3","Ppi.ster_me__sim__v01",40,422.43,21.34,25.36,37.83,1133.02,12.99,3.42,3.8,0.48,41.46,34.34,432.44,37.45,19.86,112.65,77.29,35.36,0,46.55,43.51,104.98,51.17,5.43,10.52,19.44,86.57,5.0238033,125.35,23.1956505,17.8576634,.,.,.,.,.,.,.,.
"27","19_593","Nodo 107 - Pies inventariados","IFN2",35,2141.28,24.95,210.4,65.41,0.55,6.05,19.72,26.7,560.14,12.24,2.72,2.78,1.3,51.54,45.85,1455.11,17.65,18.96,21.52,318.07,211.08,106.99,1.36,29.07,0,0,140.21,293.22,139.52,10.2,28.3,42.45,220.47,0.96,14.98,"IFN3","Ppi.ster_me__sim__v01",35,866.51,30.11,21.03,28.31,630.65,11.27,3.07,3.14,0.67,47.14,39.82,654.03,30.13,19.22,140.5,93.6,46.89,0,2.24,63.4,129.23,63.32,5.12,13.34,20.76,102.54,10.59196436,336.01,50.0541771,35.9386846,0,0,0,0,0.68058906,31.83,2.9535057,2.0256612
"28","19_596","Nodo 111 - Pies inventariados","IFN2",30,1636.95,13.01,217.57,48.03,0.26,6.39,19.33,25.53,511.93,8.98,2.78,2.85,1.04,41.43,35.16,1076.5,27.54,29.59,20.14,184.69,121.7,62.99,0.47,23.9,0,0,65.97,166.62,88.11,7.34,20.67,30.74,146.85,0.38,13.78,"IFN3","Ppi.ster_me__sim__v01",30,1488.98,30.23,16.08,23.32,429.16,7.62,2.36,2.47,0.71,40.52,32.65,725.45,34.03,16.7,98.21,63.86,34.35,0,0,23.1,85.86,48.76,4,12.45,17.44,82.66,4.00755308,265.26,11.8972218,10.5681915,.,.,.,.,3.06876213,190.98,10.1053884,7.9839189
"29","19_601","Nodo 115 - Pies inventariados","IFN2",30,1001.91,4.44,210.58,23.02,0.06,4.99,17.1,24.52,472.56,9.87,2.58,2.64,0.55,40.66,40.24,539.91,32.02,34.41,19.26,81.26,53.13,28.13,0.08,18.29,0,0,23.92,72.19,39.23,3.12,9.56,13.51,65.41,0.07,9.39,"IFN3","Ppi.ster_me__sim__v01",30,1202.5,26.13,16.63,27.08,576.73,8.99,2.53,2.67,0.6,39.11,33.2,619.22,32.08,18.12,90.17,59.24,30.93,0,0,28.42,80.16,44.1,3.82,10.87,16.01,74.8,18.00282582,877.12,62.8653376,51.563688,.,.,.,.,.,.,.,.
"30","19_602","Nodo 119 - Pies inventariados","IFN2",30,491.84,1.33,143.03,11.2,0.02,2.94,17.03,20.51,330.6,9.34,2.64,2.67,0.28,52.46,45.51,263.07,48.3,51.9,17.21,47.65,31.11,16.54,0.04,11.54,0,0,11.85,43.31,21.37,1.43,4.59,6.33,33.72,0.03,4.83,"IFN3","Ppi.ster_me__sim__v01",30,951.39,18.53,15.75,22.05,382.1,8.25,2.37,2.46,0.45,44.08,37.43,448.07,39.29,17.39,64.01,41.6,22.42,0,0,17.48,56.28,30.89,2.36,7.55,10.39,51.18,14.01722159,792.22,47.2642394,37.7983058,.,.,.,.,.,.,.,.
"31","19_603","Nodo 123 - Pies inventariados","IFN2",35,356.36,0.91,134.45,14.15,0.03,5.07,22.48,26.52,552.68,9.05,3.47,3.5,0.34,39.18,34.12,299.76,58.54,62.9,16.98,58.41,38.89,19.52,0.06,19.52,0,0,33.13,53.65,27.68,2.48,6.34,10,46.5,0.05,10.77,"IFN3","Ppi.ster_me__sim__v01",35,555.27,18.2,20.43,27.37,595.21,9.71,3.07,3.15,0.43,43.33,35.48,399.64,43.69,17.54,76.67,50.89,25.77,0,4.56,31.59,70.14,35.72,3.03,8,12.34,59.09,11.6112372,403.2,47.6434408,36.4973952,.,.,.,.,.,.,.,.
"32","19_604","Nodo 127 - Pies inventariados","IFN2",25,1194.29,6.64,214.17,34.6,0.12,6.57,19.21,25.81,523.21,9.81,2.82,2.88,0.78,44.32,38.01,777.24,29.49,31.69,22.92,140.64,92.73,47.91,0.26,26.29,0,0,52.14,127.4,65.5,5.22,14.83,21.94,107.49,0.2,13.65,"IFN3","Ppi.ster_me__sim__v01",25,940.78,26.52,18.94,26.48,552.04,9.65,2.78,2.88,0.61,41.62,36.42,598.73,33.8,20.99,105.8,69.96,35.83,0,0,46.76,95.76,49.82,4.15,11.45,17.2,82.62,11.32956806,459.8,42.6474822,34.3814633,.,.,.,.,.,.,.,.
"33","19_606","Nodo 131 - Pies inventariados","IFN2",30,951.34,3.98,191.37,22.28,0.05,4.96,17.27,23.98,452.01,9.55,2.6,2.65,0.53,46.64,39.85,520.74,33.93,36.46,18.89,87.04,56.93,30.11,0.1,19.54,0,0,28.61,78.51,40.57,3.02,9.25,13.07,65.91,0.08,9.75,"IFN3","Ppi.ster_me__sim__v01",30,756.87,19.47,18.1,23.06,419.6,9.77,2.75,2.78,0.46,48.83,42.36,447.17,37.2,19.26,81.7,53.59,28.11,0,0,21.31,74.26,37.23,2.69,8.15,11.62,59.69,9.27521276,410.26,38.1121114,27.5711797,.,.,.,.,.,.,.,.
"34","19_609","Nodo 135 - Pies inventariados","IFN2",30,1609.62,13.42,208.32,45.03,0.24,6.49,18.87,27.65,600.41,10.68,2.7,2.77,0.97,45.85,38.64,1018.22,23.33,25.07,21.97,190.7,126,64.7,0.46,28.05,0,0,71.9,174.1,87.66,6.86,19.32,28.69,142.53,0.35,14.91,"IFN3","Ppi.ster_me__sim__v01",30,1542.03,29.99,15.74,26.41,550.12,10.06,2.26,2.39,0.69,47.42,38.08,725.5,25.32,19.34,113.71,74.36,39.34,0,0,33.49,101.13,53.4,4.06,12.38,17.47,87.31,4.93178805,346.6,17.3461514,13.1821315,.,.,.,.,.,.,.,.
"35","19_611","Nodo 139 - Pies inventariados","IFN2",30,258.81,0.45,100.11,9.8,0.01,3.43,21.96,23.11,419.44,10.29,3.44,3.44,0.24,42.86,44.52,209.47,60.42,64.93,18.89,43.18,28.7,14.48,0.03,14.64,0,0,24.13,39.91,19.84,1.62,4.33,6.66,32.45,0.03,6.94,"IFN3","Ppi.ster_me__sim__v01",30,399.66,17.58,23.67,28.95,666.18,11.35,3.52,3.61,0.41,43.5,39.2,365.54,44.08,20.94,84.75,57,27.75,0,7.56,44.84,78.51,38.45,3.42,8.09,13.31,63.26,14.12312952,328.95,69.0320897,51.1109189,.,.,.,.,.,.,.,.
"36","19_613","Nodo 143 - Pies inventariados","IFN2",30,149.25,0.29,57.59,8.41,0.01,2.66,26.78,27.76,611.74,11.36,4.13,4.15,0.2,43.18,40.93,166.97,72.03,77.4,19.79,44.71,30.31,14.4,0.05,12.71,0,4.85,28.38,41.8,19.83,1.77,3.97,6.77,32.35,0.04,6.17,"IFN3","Ppi.ster_me__sim__v01",30,190.99,8.69,24.07,28.43,646.78,12.15,4.19,4.24,0.18,41.24,42.72,179.52,59.57,21.99,42.66,29.06,13.6,0,10.19,24.01,39.99,18.64,1.68,3.62,6.32,30.26,3.85354025,70.75,20.195729,14.6088845,.,.,.,.,.,.,.,.
"37","19_616","Nodo 147 - Pies inventariados","IFN2",35,810.65,3.77,103.54,35.84,0.12,4.18,23.73,27.99,615.35,11.06,3.46,3.5,0.78,43.94,39.53,744.45,31.75,34.12,20.04,173.34,116.25,57.08,0.39,19.29,0,0,102.28,160.94,78.16,6.64,16.32,26.32,127.43,0.29,10.35,"IFN3","Ppi.ster_me__sim__v01",35,679.06,31.44,24.28,30.55,733.71,11.92,3.51,3.58,0.68,46.05,39.03,647.43,32.18,20.06,162.48,109.52,52.96,0,13.84,93.9,151.26,72.04,6.18,14.53,24.04,116.79,10.56231249,215.78,53.9648472,39.5121434,.,.,.,.,.,.,.,.
