"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_trituracion_IFN2","wsw_IFN2","wb2_t_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","n_descorches","w_descorchado","v_descorchado","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2","TREE_ID_IFN3","TREE_ID_IFN2","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_trituracion_IFN3","wsw_IFN3","wb2_t_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"250","19_1067_999",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1067_24","IFN3","19_1067",24,15,999,14.15,22.9,7.5,411.87,5.4,71.94,32.75,0.47,3.58,3.94,4.82,144.17,95.52,48.64,0,0,81.94,130.36,72.59,7.11,18.43,28.86,127,"Nodo 1 - Pies mayores",.,.
"251","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_10","IFN3","19_1074",10,10,0,31.83,18.7,7.1,274.65,14.66,58.75,37.97,0.44,2.89,3.96,4.73,92.44,60.3,32.14,0,0,0,80.21,45.72,3.77,11.51,16.35,77.35,"Nodo 1 - Pies mayores",.,.
"252","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_6","IFN3","19_1074",6,6,0,14.15,23.45,7.3,431.89,3.63,73.67,31.13,0.47,3.66,3.88,4.71,146.99,97.5,49.5,0,0,85.05,132.79,75.06,7.67,19.47,30.85,133.05,"Nodo 1 - Pies mayores",.,.
"253","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_19","IFN3","19_1074",19,19,0,31.83,20.1,5.6,317.31,8.84,63.15,27.86,0.47,3.16,2.98,3.58,84.28,54.95,29.33,0,0,0,72.29,45.99,4.72,13.61,20.02,84.35,"Nodo 1 - Pies mayores",.,.
"254","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_5","IFN3","19_1074",5,5,0,14.15,23.9,7.8,448.63,2.37,75.08,32.64,0.47,3.72,4.15,5.05,162.67,108.21,54.46,0,0,90,146.31,81.41,8.14,20.35,32.54,142.43,"Nodo 1 - Pies mayores",.,.
"255","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_7","IFN3","19_1074",7,7,0,31.83,13.35,5.2,139.98,21.02,41.94,38.95,0.44,2.08,2.91,3.44,35.6,22.51,13.09,0,0,0,27.84,18.49,1.31,5.27,6.36,31.42,"Nodo 1 - Pies mayores",.,.
"256","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_8","IFN3","19_1074",8,8,0,31.83,16.2,6.6,206.12,19.27,50.89,40.74,0.43,2.5,3.73,4.43,65.27,42.07,23.2,0,0,0,57.69,32.26,2.4,8.25,10.94,53.85,"Nodo 1 - Pies mayores",.,.
"257","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_9","IFN3","19_1074",9,9,0,31.83,19.5,6.2,298.65,12.81,61.26,31.79,0.45,3.04,3.39,4.06,87.8,57.26,30.54,0,0,0,78.4,45.94,4.29,12.69,18.39,81.31,"Nodo 1 - Pies mayores",.,.
"258","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_1","IFN3","19_1074",1,1,0,31.83,16.25,5.2,207.39,18.61,51.05,32,0.45,2.54,2.88,3.42,52.02,33.35,18.67,0,0,0,45.28,28.02,2.42,8.31,11.03,49.79,"Nodo 1 - Pies mayores",.,.
"259","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_14","IFN3","19_1074",14,14,0,14.15,22.9,7.4,411.87,4.24,71.94,32.31,0.47,3.57,3.95,4.79,142.29,94.25,48.04,0,0,81.52,129.03,71.99,7.11,18.43,28.86,126.4,"Nodo 1 - Pies mayores",.,.
"260","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_15","IFN3","19_1074",15,15,0,31.83,17.7,6.8,246.06,16.41,55.61,38.42,0.44,2.74,3.81,4.54,79.71,51.74,27.97,0,0,0,70.22,39.63,3.17,10.14,14.02,66.95,"Nodo 1 - Pies mayores",.,.
"261","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_17","IFN3","19_1074",17,17,0,31.83,19.7,5.8,304.81,11.84,61.89,29.44,0.46,3.09,3.14,3.76,83.9,54.67,29.23,0,0,0,71.39,45.04,4.43,12.99,18.93,81.4,"Nodo 1 - Pies mayores",.,.
"262","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_18","IFN3","19_1074",18,18,0,31.83,14.05,6.2,155.04,20.52,44.14,44.13,0.43,2.18,3.51,4.16,46.65,29.73,16.93,0,0,0,38.92,22.97,1.53,5.93,7.34,37.77,"Nodo 1 - Pies mayores",.,.
"263","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_21","IFN3","19_1074",21,21,0,14.15,26.35,9.2,545.32,0.88,82.78,34.91,0.46,4.06,4.96,6.04,230.71,155.14,75.57,0,0,175,213.47,110.82,11.06,25.52,42.78,190.17,"Nodo 1 - Pies mayores",.,.
"264","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_22","IFN3","19_1074",22,22,0,14.15,23.6,7.3,437.44,3.01,74.14,30.93,0.47,3.68,3.87,4.7,148.81,98.75,50.06,0,0,86.1,134.43,76.08,7.82,19.76,31.41,135.07,"Nodo 1 - Pies mayores",.,.
"265","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_26","IFN3","19_1074",26,26,0,31.83,16.95,4.9,225.65,17.19,53.25,28.91,0.45,2.66,2.68,3.19,53.25,34.19,19.06,0,0,0,42.63,29.53,2.77,9.17,12.42,53.88,"Nodo 1 - Pies mayores",.,.
"266","19_1074_1","IFN2","19_1074",31.79,21.19,7.22,352.53,5.35,66.56,34.08,0.5,3.35,3.61,4.52,119.55,78.7,40.84,0,0,69.7,108.42,60.15,5.57,15.38,23.21,104.31,0,0,0,"Nodo 3 - Pies inventariados",5.64,2.22,15.55,"19_1074_2","IFN3","19_1074",2,2,1,31.83,19.85,5.9,309.46,10.85,62.36,29.72,0.46,3.11,3.18,3.82,86.57,56.46,30.11,0,0,0,77.51,46.26,4.54,13.22,19.33,83.36,"Nodo 1 - Pies mayores",4.3,0.9
"267","19_1074_10","IFN2","19_1074",31.74,18.79,5.42,277.25,9.22,59.03,28.83,0.5,3,2.68,3.34,71.62,46.43,25.18,0,0,0,61.84,39.06,3.82,11.64,16.57,71.09,0,0,0,"Nodo 3 - Pies inventariados",5.54,1.92,13.25,"19_1074_24","IFN3","19_1074",24,24,10,31.83,16.75,4.7,220.35,17.91,52.62,28.06,0.45,2.63,2.57,3.06,49.97,32.03,17.94,0,0,0,40.47,28.07,2.66,8.92,12.01,51.66,"Nodo 1 - Pies mayores",3.5,1.2
"268","19_1074_11","IFN2","19_1074",31.81,23.25,5.85,424.38,1.6,73.03,25.16,0.52,3.72,2.8,3.53,116.39,76.75,39.64,0,0,77.31,103.99,64.25,7.46,19.08,30.1,120.88,0,0,0,"Nodo 3 - Pies inventariados",5.75,1.85,17.5,"19_1074_25","IFN3","19_1074",25,25,11,14.15,25.45,6.1,508.7,1.65,79.95,23.97,0.48,4.02,3.16,3.84,144.45,95.96,48.49,0,0,93.55,128.76,79.87,9.91,23.54,38.81,152.13,"Nodo 1 - Pies mayores",7.95,2.1
"269","19_1074_12","IFN2","19_1074",31.82,25.33,8.85,504.09,0,79.59,34.92,0.5,3.97,4.4,5.57,205.83,137.9,67.93,0,0,102.74,188.05,99.54,9.77,23.29,38.32,170.92,0,0,0,"Nodo 3 - Pies inventariados",5.78,2.35,19.55,"19_1074_27","IFN3","19_1074",27,27,12,14.15,28.15,7.5,622.37,0,88.44,26.64,0.48,4.4,3.93,4.79,214.68,144.34,70.34,0,0,113.93,194.12,112.33,13.61,29.74,51.49,207.16,"Nodo 1 - Pies mayores",8.6,1
"270","19_1074_2","IFN2","19_1074",31.73,18.51,6.08,269.03,10.97,58.14,32.87,0.49,2.93,3.07,3.82,77.94,50.62,27.32,0,0,0,69.69,40.66,3.64,11.24,15.89,71.43,0,0,0,"Nodo 3 - Pies inventariados",5.51,2.08,13,"19_1074_3","IFN3","19_1074",3,3,2,31.83,19,7,283.53,13.76,59.69,36.84,0.44,2.94,3.89,4.64,94.02,61.37,32.64,0,0,0,81.87,46.87,3.96,11.95,17.1,79.87,"Nodo 1 - Pies mayores",6,3
"271","19_1074_3","IFN2","19_1074",31.74,18.72,6.07,275.31,10.1,58.82,32.44,0.5,2.97,3.05,3.8,79.56,51.71,27.85,0,0,0,71.05,41.62,3.78,11.55,16.41,73.36,0,0,0,"Nodo 3 - Pies inventariados",5.52,2.07,13.2,"19_1074_4","IFN3","19_1074",4,4,3,31.83,21.3,6.8,356.33,7.7,66.92,31.92,0.46,3.32,3.66,4.41,113.93,74.93,39,0,0,69.01,100.36,58.62,5.67,15.58,23.56,103.42,"Nodo 1 - Pies mayores",8.1,2.8
"272","19_1074_4","IFN2","19_1074",31.74,18.89,6.07,280.28,8.33,59.35,32.15,0.5,3,3.03,3.77,80.95,52.65,28.3,0,0,0,72.29,42.41,3.89,11.79,16.83,74.92,0,0,0,"Nodo 3 - Pies inventariados",5.54,2.07,13.35,"19_1074_11","IFN3","19_1074",11,11,4,31.83,20.05,6.3,315.73,9.85,62.99,31.42,0.46,3.13,3.4,4.09,94.1,61.51,32.59,0,0,0,83.68,49.2,4.69,13.54,19.88,87.31,"Nodo 1 - Pies mayores",6.7,2.3
"273","19_1074_5","IFN2","19_1074",31.8,22.19,6.53,386.85,2.95,69.72,29.43,0.51,3.53,3.19,4.01,118.57,78.13,40.44,0,0,73.66,105.23,62.37,6.45,17.13,26.44,112.39,0,0,0,"Nodo 3 - Pies inventariados",5.69,2.03,16.5,"19_1074_12","IFN3","19_1074",12,12,5,31.83,21.6,6.6,366.44,5.4,67.86,30.56,0.47,3.38,3.5,4.24,113.68,74.79,38.9,0,0,70.16,100.49,59.28,5.92,16.09,24.5,105.79,"Nodo 1 - Pies mayores",5.1,2.1
"274","19_1074_6","IFN2","19_1074",31.75,19.21,6.06,289.82,7.41,60.35,31.53,0.5,3.05,3,3.75,83.37,54.28,29.09,0,0,0,74.67,43.86,4.1,12.26,17.64,77.85,0,0,0,"Nodo 3 - Pies inventariados",5.56,2.06,13.65,"19_1074_13","IFN3","19_1074",13,13,6,31.83,18.7,5.9,274.65,15.54,58.75,31.55,0.45,2.92,3.25,3.88,77.16,50.11,27.05,0,0,0,65.31,40.77,3.77,11.51,16.35,72.41,"Nodo 1 - Pies mayores",5.05,1.9
"275","19_1074_7","IFN2","19_1074",31.79,21.62,5.92,367.25,4.18,67.93,27.38,0.51,3.45,2.88,3.61,102.45,67.23,35.22,0,0,67.59,91.51,55.55,5.94,16.13,24.58,102.2,0,0,0,"Nodo 3 - Pies inventariados",5.67,1.92,15.95,"19_1074_16","IFN3","19_1074",16,16,7,14.15,22.85,7,410.07,4.82,71.79,30.63,0.47,3.57,3.73,4.51,134.21,88.77,45.44,0,0,79.87,121.73,69.24,7.07,18.33,28.69,123.33,"Nodo 1 - Pies mayores",6.9,3
"276","19_1074_8","IFN2","19_1074",31.75,19.4,8.01,295.62,6.47,60.95,41.3,0.49,3.04,4.07,5.09,111.68,73.25,38.43,0,0,60.73,99.51,53.25,4.23,12.54,18.13,88.15,0,0,0,"Nodo 3 - Pies inventariados",5.55,2.51,13.85,"19_1074_20","IFN3","19_1074",20,20,8,31.83,21.35,8.1,358,6.57,67.07,37.94,0.45,3.3,4.42,5.33,135.76,89.67,46.09,0,0,73.16,124.8,65.64,5.71,15.66,23.71,110.72,"Nodo 1 - Pies mayores",7.5,2.6
"277","19_1074_9","IFN2","19_1074",125.59,13.71,5.89,147.73,11.83,43.09,42.94,0.49,2.17,2.98,3.69,42.35,26.9,15.44,0,0,0,35.81,21.14,1.42,5.61,6.86,35.02,0,0,0,"Nodo 3 - Pies inventariados",5.26,2.39,8.45,"19_1074_23","IFN3","19_1074",23,23,9,31.83,15.4,5,186.27,19.93,48.38,32.47,0.44,2.41,2.78,3.29,45.14,28.8,16.34,0,0,0,35.74,24.41,2.05,7.34,9.49,43.29,"Nodo 1 - Pies mayores",6.95,1.5
"278","19_2185_1","IFN2","19_2185",127.04,15.54,7.1,189.77,4.86,48.83,45.67,0.53,2.48,3.33,4.34,64.71,41.66,23.05,0,0,0,56.14,30.92,2.11,7.5,9.74,50.26,0,0,0,"Nodo 3 - Pies inventariados",6.59,3.1,8.95,"19_2185_5","IFN3","19_2185",5,5,1,31.83,13.07,6.22,134.08,0.9,41.05,47.62,0.64,2.16,2.27,3.57,40.7,25.8,14.9,0,0,0,33.83,19.74,1.22,5.01,5.98,31.96,"Nodo 1 - Pies mayores",4.12,2.22
"279","19_2185_2","IFN2","19_2185",127.05,15.62,7.13,191.53,0,49.06,45.69,0.54,2.5,3.26,4.29,65.61,42.26,23.35,0,0,0,57.09,31.32,2.14,7.58,9.87,50.91,0,0,0,"Nodo 3 - Pies inventariados",6.62,3.13,9,"19_2185_11","IFN3","19_2185",11,11,2,31.83,13.53,7.33,143.78,0,42.51,54.2,0.63,2.23,2.71,4.28,51.11,32.6,18.5,0,0,0,44.07,23.52,1.36,5.44,6.6,36.92,"Nodo 1 - Pies mayores",4.53,3.33
"280","19_2185_3","IFN2","19_2185",127.05,15.61,7.11,191.34,2.43,49.03,45.56,0.54,2.5,3.3,4.31,65.34,42.08,23.26,0,0,0,56.75,31.23,2.13,7.57,9.85,50.78,0,0,0,"Nodo 3 - Pies inventariados",6.61,3.11,9,"19_2185_20","IFN3","19_2185",20,20,3,31.83,13.33,6.78,139.53,0.46,41.87,50.85,0.63,2.2,2.49,3.92,45.97,29.24,16.73,0,0,0,40.42,21.71,1.3,5.25,6.33,34.58,"Nodo 1 - Pies mayores",4.33,2.78
"281","19_2185_4","IFN2","19_2185",126.92,14.73,6.42,170.3,7.27,46.26,43.6,0.53,2.36,3.02,3.92,52.85,33.81,19.04,0,0,0,46.87,25.92,1.78,6.61,8.37,42.68,0,0,0,"Nodo 3 - Pies inventariados",6.53,2.92,8.2,"19_2185_21","IFN3","19_2185",21,21,4,127.32,12.27,6.83,118.18,1.33,38.54,55.71,0.63,2.02,2.53,3.97,39.48,24.97,14.51,0,0,0,34.69,18.3,1,4.33,5.01,28.65,"Nodo 1 - Pies mayores",4.07,3.33
"282","19_2197_1","IFN2","19_2197",31.74,28.43,9.8,634.85,7.95,89.32,34.49,0.47,4.39,5.19,6.45,284.27,192.48,91.79,0,0,198.51,260.73,135.37,14.04,30.44,52.94,232.78,0,0,0,"Nodo 3 - Pies inventariados",6.28,2.3,22.15,"19_2197_2","IFN3","19_2197",2,2,1,14.15,27.55,8.61,596.32,7.64,86.57,31.25,0.5,4.33,4.27,5.47,235.76,158.79,76.97,0,0,114.21,216.07,116.93,12.72,28.3,48.49,206.45,"Nodo 1 - Pies mayores",5.4,1.11
"283","19_2197_10","IFN2","19_2197",14.12,30.15,9.13,714.15,6.94,94.73,30.28,0.48,4.68,4.76,5.93,297.05,201.63,95.41,0,0,194.47,275.34,146.71,16.89,34.89,62.44,260.93,0,0,0,"Nodo 3 - Pies inventariados",6.35,2.13,23.8,"19_2197_18","IFN3","19_2197",18,18,10,14.15,29.26,9.78,672.63,5.74,91.94,33.41,0.5,4.56,4.89,6.28,299.77,203.38,96.39,0,0,205.92,276.78,143.66,15.37,32.55,57.41,248.99,"Nodo 1 - Pies mayores",5.46,2.78
"284","19_2197_11","IFN2","19_2197",14.12,30.78,9.71,744.11,4.86,96.7,31.53,0.48,4.76,5.05,6.31,328.09,223.35,104.74,0,155.28,198.75,303.84,159.13,18.01,36.59,66.15,279.88,0,0,0,"Nodo 3 - Pies inventariados",6.38,2.21,24.4,"19_2197_19","IFN3","19_2197",19,19,11,14.15,29.44,8.61,680.57,4.78,92.48,29.25,0.51,4.63,4.21,5.41,267.81,181.23,86.58,0,0,123.72,245.45,134.47,15.66,32.99,58.37,241.48,"Nodo 1 - Pies mayores",5.04,1.11
"285","19_2197_2","IFN2","19_2197",14.13,32.99,8.47,854.68,1.31,103.63,25.66,0.5,5.17,4.25,5.34,328.12,223.75,104.37,0,171.56,117.69,301.32,169.3,22.39,42.97,80.33,314.99,0,0,0,"Nodo 3 - Pies inventariados",6.49,1.97,26.5,"19_2197_5","IFN3","19_2197",5,5,2,14.15,32.42,10.94,825.47,2.47,101.85,33.76,0.5,5.03,5.47,7.07,407.71,279.37,128.34,0,176.45,202.14,383.38,191.26,21.2,41.27,76.5,330.24,"Nodo 1 - Pies mayores",5.92,4.44
"286","19_2197_3","IFN2","19_2197",31.71,26.74,11.09,561.47,9.96,84,41.46,0.46,4.08,6.03,7.47,284.67,192.47,92.2,0,0,192.75,268.04,128.25,11.57,26.39,44.57,210.79,0,0,0,"Nodo 3 - Pies inventariados",6.19,2.59,20.55,"19_2197_6","IFN3","19_2197",6,6,3,14.15,25.64,9.06,516.28,8.48,80.55,35.32,0.5,4.01,4.54,5.8,215.49,144.57,70.92,0,0,104.53,199.96,103.57,10.15,23.95,39.62,177.28,"Nodo 1 - Pies mayores",5.09,0.56
"287","19_2197_4","IFN2","19_2197",31.7,26.25,8.1,541.14,11.74,82.46,30.85,0.47,4.09,4.26,5.26,202.17,135.5,66.67,0,0,105.81,185.8,101.58,10.92,25.29,42.32,180.12,0,0,0,"Nodo 3 - Pies inventariados",6.2,2.1,20.05,"19_2197_7","IFN3","19_2197",7,7,4,14.15,22.54,7.67,399.15,9.21,70.82,34.01,0.51,3.56,3.78,4.83,142.9,94.63,48.27,0,0,80.07,128.71,71.18,6.77,17.77,27.62,123.34,"Nodo 1 - Pies mayores",2.49,1.67
"288","19_2197_5","IFN2","19_2197",14.13,32.01,10.82,804.59,3.72,100.55,33.82,0.47,4.92,5.69,7.12,393.48,269.31,124.18,0,171.4,202.79,365.82,184.88,20.37,40.06,73.8,319.11,0,0,0,"Nodo 3 - Pies inventariados",6.41,2.32,25.6,"19_2197_8","IFN3","19_2197",8,8,5,14.15,32,10.17,804.25,3.64,100.53,31.77,0.5,4.98,5.06,6.52,369.99,252.85,117.14,0,169.01,198,345.8,177.78,20.35,40.04,73.76,311.93,"Nodo 1 - Pies mayores",6.4,1.67
"289","19_2197_6","IFN2","19_2197",14.12,30.49,7.94,730.22,5.91,95.79,26.05,0.49,4.78,4.05,5.05,264.89,179.35,85.53,0,0,119.31,242.95,137.81,17.49,35.8,64.42,255.52,0,0,0,"Nodo 3 - Pies inventariados",6.39,1.94,24.1,"19_2197_9","IFN3","19_2197",9,9,6,14.15,29.11,8.22,665.46,6.69,91.45,28.25,0.51,4.59,4.04,5.17,250.51,169.2,81.31,0,0,122.77,229.81,127.62,15.11,32.14,56.56,231.43,"Nodo 1 - Pies mayores",5.01,2.22
"290","19_2197_7","IFN2","19_2197",14.13,32.95,10.21,852.8,2.52,103.52,30.98,0.48,5.09,5.29,6.63,393.02,269.17,123.85,0,178.98,123.62,365.23,189.61,22.31,42.86,80.08,334.86,0,0,0,"Nodo 3 - Pies inventariados",6.45,2.21,26.5,"19_2197_11","IFN3","19_2197",11,11,7,14.15,33.28,9.11,869.7,1.24,104.54,27.38,0.52,5.24,4.4,5.7,358.49,245.04,113.46,0,177.81,119.24,331.71,180.46,23.01,43.85,82.31,329.64,"Nodo 1 - Pies mayores",6.78,1.11
"291","19_2197_8","IFN2","19_2197",14.13,34.34,11.32,925.95,0,107.87,32.98,0.48,5.27,5.89,7.42,470.84,324.2,146.64,0,198.29,195.98,442.49,220.54,25.39,47.16,89.87,382.96,0,0,0,"Nodo 3 - Pies inventariados",6.49,2.32,27.85,"19_2197_12","IFN3","19_2197",12,12,8,14.15,33.47,10.67,879.64,0,105.14,31.87,0.51,5.21,5.24,6.81,422.75,290.15,132.6,0,186.59,194.8,392.3,201.33,23.43,44.43,83.63,352.82,"Nodo 1 - Pies mayores",5.62,1.67
"292","19_2197_9","IFN2","19_2197",31.3,19.21,7.33,289.76,13.46,60.34,38.16,0.48,3,3.85,4.74,100.41,65.67,34.74,0,0,0,90.98,49.34,4.1,12.25,17.63,83.32,0,0,0,"Nodo 3 - Pies inventariados",5.91,2.33,13.3,"19_2197_13","IFN3","19_2197",13,13,9,31.83,17.39,6.11,237.58,9.77,54.64,35.14,0.52,2.78,2.95,3.76,69.43,44.9,24.53,0,0,0,61.97,35.75,3,9.73,13.35,61.82,"Nodo 1 - Pies mayores",4.09,1.11
"293","19_2200_1","IFN2","19_2200",31.81,20.84,8.85,341.26,1.48,65.49,42.47,0.48,3.24,4.6,5.69,141.39,93.42,47.96,0,0,71.59,128.25,65.92,5.3,14.81,22.17,108.2,0,0,0,"Nodo 3 - Pies inventariados",6.84,2.85,14,"19_2200_2","IFN3","19_2200",2,2,1,31.83,20.02,9.33,314.78,0.59,62.89,46.62,0.52,3.15,4.46,5.83,137.71,90.85,46.86,0,0,67.03,127.88,62.53,4.66,13.49,19.8,100.49,"Nodo 1 - Pies mayores",6.02,3.33
"294","19_2200_10","IFN2","19_2200",31.8,20.67,8.85,335.71,3.63,64.95,42.8,0.48,3.21,4.64,5.73,139.12,91.87,47.25,0,0,70.44,126.15,64.77,5.16,14.53,21.67,106.14,0,0,0,"Nodo 3 - Pies inventariados",6.82,2.85,13.85,"19_2200_32","IFN3","19_2200",32,32,10,31.83,18.91,10.44,280.86,2.52,59.41,55.23,0.51,2.95,5.13,6.68,137.7,90.71,46.98,0,0,61.75,125.18,59.42,3.9,11.82,16.88,92.01,"Nodo 1 - Pies mayores",5.06,4.44
"295","19_2200_11","IFN2","19_2200",31.82,24.32,9.17,464.69,0,76.42,37.7,0.48,3.78,4.75,5.89,197.08,131.76,65.31,0,0,97.22,183.32,93.38,8.6,21.19,34.18,157.35,0,0,0,"Nodo 3 - Pies inventariados",7.02,2.67,17.3,"19_2200_35","IFN3","19_2200",35,35,11,14.15,22.99,11.5,415.05,0,72.22,50.03,0.51,3.57,5.66,7.4,220.46,147.6,72.86,0,0,154.01,205.63,95.31,7.2,18.59,29.18,150.28,"Nodo 1 - Pies mayores",5.69,5
"296","19_2200_2","IFN2","19_2200",126.2,14.22,5.31,158.72,15.07,44.66,37.38,0.47,2.24,2.8,3.39,41.05,26.08,14.97,0,0,0,35.64,21.4,1.59,6.1,7.58,36.67,0,0,0,"Nodo 3 - Pies inventariados",6.37,2.31,7.85,"19_2200_4","IFN3","19_2200",4,4,2,127.32,11.67,6.89,107.03,8.41,36.67,59.01,0.52,1.86,3.31,4.26,36.17,22.8,13.37,0,0,0,29,16.56,0.86,3.86,4.36,25.64,"Nodo 1 - Pies mayores",3.82,3.89
"297","19_2200_3","IFN2","19_2200",31.8,20.47,8.19,329,4.7,64.3,40.04,0.48,3.19,4.28,5.27,126.56,83.37,43.19,0,0,67.74,116.61,60.46,5,14.2,21.07,100.72,0,0,0,"Nodo 3 - Pies inventariados",6.82,2.69,13.65,"19_2200_7","IFN3","19_2200",7,7,3,31.83,18.68,11.06,274.09,3.41,58.69,59.18,0.5,2.9,5.5,7.15,142.17,93.7,48.46,0,0,61.12,131.72,59.98,3.75,11.49,16.31,91.53,"Nodo 1 - Pies mayores",5.03,5.56
"298","19_2200_4","IFN2","19_2200",126.22,14.27,6.08,160.04,13.05,44.85,42.59,0.47,2.24,3.21,3.9,47.2,30.09,17.1,0,0,0,39.59,23.47,1.61,6.15,7.67,38.9,0,0,0,"Nodo 3 - Pies inventariados",6.37,2.58,7.9,"19_2200_14","IFN3","19_2200",14,14,4,31.83,12.52,7.94,123.09,6.5,39.33,63.46,0.52,1.98,3.84,4.96,47.57,30.24,17.33,0,0,0,39.77,20.97,1.07,4.54,5.31,31.89,"Nodo 1 - Pies mayores",4.62,4.44
"299","19_2200_5","IFN2","19_2200",126.42,14.82,6.77,172.61,10.87,46.57,45.64,0.47,2.32,3.57,4.35,56.35,36.12,20.23,0,0,0,49.48,27.15,1.82,6.72,8.53,44.22,0,0,0,"Nodo 3 - Pies inventariados",6.42,2.77,8.4,"19_2200_25","IFN3","19_2200",25,25,5,127.32,12.32,7.89,119.19,6.89,38.7,64.04,0.52,1.95,3.81,4.92,45.8,29.08,16.72,0,0,0,38.43,20.18,1.01,4.37,5.07,30.64,"Nodo 1 - Pies mayores",3.92,3.89
"300","19_2200_6","IFN2","19_2200",127.03,17.92,6.39,252.27,7.66,56.3,35.65,0.48,2.82,3.3,4.04,76.83,49.84,26.99,0,0,0,68.27,39.15,3.29,10.43,14.52,67.39,0,0,0,"Nodo 3 - Pies inventariados",6.67,2.39,11.25,"19_2200_27","IFN3","19_2200",27,27,6,31.83,15.93,9.56,199.4,5.86,50.06,59.97,0.51,2.49,4.71,6.1,90.72,58.92,31.8,0,0,0,81.18,39.15,2.28,7.94,10.44,59.81,"Nodo 1 - Pies mayores",4.68,5.56
"301","19_2200_7","IFN2","19_2200",31.8,20.69,8.19,336.25,2.56,65,39.59,0.48,3.23,4.23,5.23,129.2,85.17,44.03,0,0,69.15,119.01,61.86,5.17,14.56,21.72,103.31,0,0,0,"Nodo 3 - Pies inventariados",6.84,2.69,13.85,"19_2200_28","IFN3","19_2200",28,28,7,31.83,18.61,10.5,272.1,4.28,58.47,56.41,0.5,2.9,5.21,6.76,134.24,88.35,45.89,0,0,60.02,122.48,57.65,3.71,11.39,16.14,88.89,"Nodo 1 - Pies mayores",4.76,5
